scope,task,dataset_index,layer_idx,tensor_axis,policy,k_bits,v_bits,model,git_commit,seed,prompt_input_tokens,actual_generated_token_count,requested_decode_steps,sampled_decode_steps,valid_step_count,no_decode_exposure,sample_attention_distortion,per_step_distortions
primary,lcc,357,4,value,K16/V2,16,2,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,3996,15,"[1, 2, 4, 8, 16]","[1, 2, 4, 8]",4,False,0.1419273977321088,"[{""decode_step"": 1, ""distortion"": 0.16554107413953204}, {""decode_step"": 2, ""distortion"": 0.13786212877584653}, {""decode_step"": 4, ""distortion"": 0.11179360240069038}, {""decode_step"": 8, ""distortion"": 0.15251278561236625}]"
primary,passage_retrieval_en,141,4,value,K16/V2,16,2,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,13442,5,"[1, 2, 4, 8, 16]","[1, 2, 4]",3,False,0.14579498855573259,"[{""decode_step"": 1, ""distortion"": 0.15694931811269447}, {""decode_step"": 2, ""distortion"": 0.16029300878109365}, {""decode_step"": 4, ""distortion"": 0.12014263877340962}]"
primary,passage_retrieval_en,185,4,value,K16/V2,16,2,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,13611,6,"[1, 2, 4, 8, 16]","[1, 2, 4]",3,False,0.14184870659954593,"[{""decode_step"": 1, ""distortion"": 0.16009340903876562}, {""decode_step"": 2, ""distortion"": 0.1503360353078271}, {""decode_step"": 4, ""distortion"": 0.1151166754520451}]"
primary,passage_retrieval_en,105,4,value,K16/V2,16,2,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,15066,5,"[1, 2, 4, 8, 16]","[1, 2, 4]",3,False,0.1427970458297861,"[{""decode_step"": 1, ""distortion"": 0.16527585016823276}, {""decode_step"": 2, ""distortion"": 0.15118649131942807}, {""decode_step"": 4, ""distortion"": 0.11192879600169754}]"
primary,passage_retrieval_en,41,4,value,K16/V2,16,2,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,15832,6,"[1, 2, 4, 8, 16]","[1, 2, 4]",3,False,0.14379724342194014,"[{""decode_step"": 1, ""distortion"": 0.16070681841869797}, {""decode_step"": 2, ""distortion"": 0.15566290964572574}, {""decode_step"": 4, ""distortion"": 0.11502200220139673}]"
primary,2wikimqa,164,4,value,K16/V2,16,2,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,5528,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.16476495200949107,"[{""decode_step"": 1, ""distortion"": 0.12865313400990086}, {""decode_step"": 2, ""distortion"": 0.22984417545107963}, {""decode_step"": 4, ""distortion"": 0.16826735802624304}, {""decode_step"": 8, ""distortion"": 0.13730327883198148}, {""decode_step"": 16, ""distortion"": 0.1597568137282503}]"
primary,2wikimqa,44,4,value,K16/V2,16,2,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,7240,3,"[1, 2, 4, 8, 16]","[1, 2]",2,False,0.2342733813436174,"[{""decode_step"": 1, ""distortion"": 0.26026813789580644}, {""decode_step"": 2, ""distortion"": 0.20827862479142834}]"
primary,2wikimqa,138,4,value,K16/V2,16,2,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,7852,8,"[1, 2, 4, 8, 16]","[1, 2, 4]",3,False,0.18601608560383934,"[{""decode_step"": 1, ""distortion"": 0.17292912989408304}, {""decode_step"": 2, ""distortion"": 0.28115082882569786}, {""decode_step"": 4, ""distortion"": 0.10396829809173717}]"
primary,2wikimqa,38,4,value,K16/V2,16,2,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,11086,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.2117980065505151,"[{""decode_step"": 1, ""distortion"": 0.17517346583576818}, {""decode_step"": 2, ""distortion"": 0.3650825820071305}, {""decode_step"": 4, ""distortion"": 0.12571463983518857}, {""decode_step"": 8, ""distortion"": 0.21306598728083204}, {""decode_step"": 16, ""distortion"": 0.179953357793656}]"
primary,trec,153,9,key,K2/V16,2,16,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,4325,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.04970330765376302,"[{""decode_step"": 1, ""distortion"": 0.05032880955541794}, {""decode_step"": 2, ""distortion"": 0.05025844431038479}, {""decode_step"": 4, ""distortion"": 0.050706475087666375}, {""decode_step"": 8, ""distortion"": 0.04897894464177904}, {""decode_step"": 16, ""distortion"": 0.04824386467356695}]"
primary,trec,154,9,key,K2/V16,2,16,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,6881,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.04972495448631285,"[{""decode_step"": 1, ""distortion"": 0.04886486608451407}, {""decode_step"": 2, ""distortion"": 0.0514880784256375}, {""decode_step"": 4, ""distortion"": 0.05158404481549983}, {""decode_step"": 8, ""distortion"": 0.0481824842666639}, {""decode_step"": 16, ""distortion"": 0.048505298839248985}]"
primary,trec,82,9,key,K2/V16,2,16,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,8914,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.049596125110803246,"[{""decode_step"": 1, ""distortion"": 0.05048202556495941}, {""decode_step"": 2, ""distortion"": 0.051282292538137736}, {""decode_step"": 4, ""distortion"": 0.04984712043269949}, {""decode_step"": 8, ""distortion"": 0.04803925149699589}, {""decode_step"": 16, ""distortion"": 0.048329935521223714}]"
primary,trec,151,9,key,K2/V16,2,16,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,11115,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.05000325110050644,"[{""decode_step"": 1, ""distortion"": 0.049373201484333044}, {""decode_step"": 2, ""distortion"": 0.05026743351489072}, {""decode_step"": 4, ""distortion"": 0.05360611788987613}, {""decode_step"": 8, ""distortion"": 0.04805428067056098}, {""decode_step"": 16, ""distortion"": 0.048715221942871326}]"
primary,lcc,122,9,key,K2/V16,2,16,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,3489,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.0547127938232705,"[{""decode_step"": 1, ""distortion"": 0.05463243656473999}, {""decode_step"": 2, ""distortion"": 0.05726187739561979}, {""decode_step"": 4, ""distortion"": 0.05756037358870329}, {""decode_step"": 8, ""distortion"": 0.052891977568850876}, {""decode_step"": 16, ""distortion"": 0.051217303998438546}]"
primary,lcc,174,9,key,K2/V16,2,16,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,2600,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.052720138279039305,"[{""decode_step"": 1, ""distortion"": 0.052400929517337165}, {""decode_step"": 2, ""distortion"": 0.048431738390498656}, {""decode_step"": 4, ""distortion"": 0.053024750144149736}, {""decode_step"": 8, ""distortion"": 0.05752614276939611}, {""decode_step"": 16, ""distortion"": 0.05221713057381486}]"
primary,lcc,214,9,key,K2/V16,2,16,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,5140,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.05082246307828649,"[{""decode_step"": 1, ""distortion"": 0.050586098461120284}, {""decode_step"": 2, ""distortion"": 0.050229933674517176}, {""decode_step"": 4, ""distortion"": 0.05320250389873895}, {""decode_step"": 8, ""distortion"": 0.05058117202281771}, {""decode_step"": 16, ""distortion"": 0.049512607334238304}]"
primary,lcc,357,9,key,K2/V16,2,16,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,3996,15,"[1, 2, 4, 8, 16]","[1, 2, 4, 8]",4,False,0.05285123002113392,"[{""decode_step"": 1, ""distortion"": 0.0548446091195725}, {""decode_step"": 2, ""distortion"": 0.049297211498481465}, {""decode_step"": 4, ""distortion"": 0.05411020060518446}, {""decode_step"": 8, ""distortion"": 0.053152898861297246}]"
primary,passage_retrieval_en,141,9,key,K2/V16,2,16,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,13442,5,"[1, 2, 4, 8, 16]","[1, 2, 4]",3,False,0.04719246012549296,"[{""decode_step"": 1, ""distortion"": 0.04784168024904732}, {""decode_step"": 2, ""distortion"": 0.04685783761673671}, {""decode_step"": 4, ""distortion"": 0.04687786251069484}]"
primary,passage_retrieval_en,185,9,key,K2/V16,2,16,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,13611,6,"[1, 2, 4, 8, 16]","[1, 2, 4]",3,False,0.04753888479811264,"[{""decode_step"": 1, ""distortion"": 0.0479031592015291}, {""decode_step"": 2, ""distortion"": 0.04725819575952845}, {""decode_step"": 4, ""distortion"": 0.04745529943328039}]"
primary,passage_retrieval_en,105,9,key,K2/V16,2,16,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,15066,5,"[1, 2, 4, 8, 16]","[1, 2, 4]",3,False,0.04728982719421255,"[{""decode_step"": 1, ""distortion"": 0.047682291614607276}, {""decode_step"": 2, ""distortion"": 0.04704624688192799}, {""decode_step"": 4, ""distortion"": 0.04714094308610238}]"
primary,passage_retrieval_en,41,9,key,K2/V16,2,16,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,15832,6,"[1, 2, 4, 8, 16]","[1, 2, 4]",3,False,0.047210589631747936,"[{""decode_step"": 1, ""distortion"": 0.047581355765139714}, {""decode_step"": 2, ""distortion"": 0.046744858247361847}, {""decode_step"": 4, ""distortion"": 0.04730555488274227}]"
primary,2wikimqa,164,9,key,K2/V16,2,16,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,5528,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.04969162934264796,"[{""decode_step"": 1, ""distortion"": 0.047373924684911306}, {""decode_step"": 2, ""distortion"": 0.05056952033415683}, {""decode_step"": 4, ""distortion"": 0.04964124163063033}, {""decode_step"": 8, ""distortion"": 0.04729025554407869}, {""decode_step"": 16, ""distortion"": 0.053583204519462656}]"
primary,2wikimqa,44,9,key,K2/V16,2,16,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,7240,3,"[1, 2, 4, 8, 16]","[1, 2]",2,False,0.04860023829784045,"[{""decode_step"": 1, ""distortion"": 0.0485528441091269}, {""decode_step"": 2, ""distortion"": 0.04864763248655401}]"
primary,2wikimqa,138,9,key,K2/V16,2,16,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,7852,8,"[1, 2, 4, 8, 16]","[1, 2, 4]",3,False,0.047688954947597895,"[{""decode_step"": 1, ""distortion"": 0.046716769411195645}, {""decode_step"": 2, ""distortion"": 0.04767672934003314}, {""decode_step"": 4, ""distortion"": 0.04867336609156491}]"
primary,2wikimqa,38,9,key,K2/V16,2,16,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,11086,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.04776768490675512,"[{""decode_step"": 1, ""distortion"": 0.046387454408104004}, {""decode_step"": 2, ""distortion"": 0.04667131582048445}, {""decode_step"": 4, ""distortion"": 0.047647116078234214}, {""decode_step"": 8, ""distortion"": 0.04891805636653625}, {""decode_step"": 16, ""distortion"": 0.049214481860416694}]"
primary,trec,153,9,value,K16/V2,16,2,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,4325,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.1037035421159099,"[{""decode_step"": 1, ""distortion"": 0.12747526627442504}, {""decode_step"": 2, ""distortion"": 0.10620748933141948}, {""decode_step"": 4, ""distortion"": 0.06542926845167275}, {""decode_step"": 8, ""distortion"": 0.11895248818828456}, {""decode_step"": 16, ""distortion"": 0.10045319833374768}]"
primary,trec,154,9,value,K16/V2,16,2,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,6881,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.13448287045779167,"[{""decode_step"": 1, ""distortion"": 0.1540159515364511}, {""decode_step"": 2, ""distortion"": 0.1852565274029155}, {""decode_step"": 4, ""distortion"": 0.12188702991848309}, {""decode_step"": 8, ""distortion"": 0.12541007442756646}, {""decode_step"": 16, ""distortion"": 0.08584476900354218}]"
primary,trec,82,9,value,K16/V2,16,2,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,8914,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.11776079194145432,"[{""decode_step"": 1, ""distortion"": 0.11579864909180107}, {""decode_step"": 2, ""distortion"": 0.08054671571687251}, {""decode_step"": 4, ""distortion"": 0.10141267577225928}, {""decode_step"": 8, ""distortion"": 0.19411451656756207}, {""decode_step"": 16, ""distortion"": 0.09693140255877675}]"
primary,trec,151,9,value,K16/V2,16,2,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,11115,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.11701262691965648,"[{""decode_step"": 1, ""distortion"": 0.13420962115634066}, {""decode_step"": 2, ""distortion"": 0.1003920427431879}, {""decode_step"": 4, ""distortion"": 0.12198621387214366}, {""decode_step"": 8, ""distortion"": 0.11894500414180131}, {""decode_step"": 16, ""distortion"": 0.10953025268480886}]"
primary,lcc,122,9,value,K16/V2,16,2,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,3489,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.14255078918905797,"[{""decode_step"": 1, ""distortion"": 0.17111766044518767}, {""decode_step"": 2, ""distortion"": 0.17410644751721477}, {""decode_step"": 4, ""distortion"": 0.12021965035176924}, {""decode_step"": 8, ""distortion"": 0.1406841278632918}, {""decode_step"": 16, ""distortion"": 0.1066260597678264}]"
primary,lcc,174,9,value,K16/V2,16,2,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,2600,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.12061610824909105,"[{""decode_step"": 1, ""distortion"": 0.1277277649472589}, {""decode_step"": 2, ""distortion"": 0.21713779217438314}, {""decode_step"": 4, ""distortion"": 0.05630230759193}, {""decode_step"": 8, ""distortion"": 0.13876730593453637}, {""decode_step"": 16, ""distortion"": 0.0631453705973469}]"
primary,lcc,214,9,value,K16/V2,16,2,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,5140,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.1003835120247369,"[{""decode_step"": 1, ""distortion"": 0.11761252128214941}, {""decode_step"": 2, ""distortion"": 0.08113819249104252}, {""decode_step"": 4, ""distortion"": 0.10081970031026548}, {""decode_step"": 8, ""distortion"": 0.12669018592138123}, {""decode_step"": 16, ""distortion"": 0.0756569601188459}]"
primary,lcc,357,9,value,K16/V2,16,2,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,3996,15,"[1, 2, 4, 8, 16]","[1, 2, 4, 8]",4,False,0.12624305368925987,"[{""decode_step"": 1, ""distortion"": 0.1168428473865066}, {""decode_step"": 2, ""distortion"": 0.2368257813511197}, {""decode_step"": 4, ""distortion"": 0.09030375829411326}, {""decode_step"": 8, ""distortion"": 0.06099982772529993}]"
primary,passage_retrieval_en,141,9,value,K16/V2,16,2,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,13442,5,"[1, 2, 4, 8, 16]","[1, 2, 4]",3,False,0.0969616497886468,"[{""decode_step"": 1, ""distortion"": 0.10644083230373266}, {""decode_step"": 2, ""distortion"": 0.0998928492065519}, {""decode_step"": 4, ""distortion"": 0.08455126785565584}]"
primary,passage_retrieval_en,185,9,value,K16/V2,16,2,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,13611,6,"[1, 2, 4, 8, 16]","[1, 2, 4]",3,False,0.10311428081589302,"[{""decode_step"": 1, ""distortion"": 0.12605686918002612}, {""decode_step"": 2, ""distortion"": 0.1023440765170237}, {""decode_step"": 4, ""distortion"": 0.08094189675062922}]"
primary,passage_retrieval_en,105,9,value,K16/V2,16,2,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,15066,5,"[1, 2, 4, 8, 16]","[1, 2, 4]",3,False,0.10386537848867068,"[{""decode_step"": 1, ""distortion"": 0.1321240406790008}, {""decode_step"": 2, ""distortion"": 0.09804922627655505}, {""decode_step"": 4, ""distortion"": 0.08142286851045621}]"
primary,passage_retrieval_en,41,9,value,K16/V2,16,2,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,15832,6,"[1, 2, 4, 8, 16]","[1, 2, 4]",3,False,0.0943197613307622,"[{""decode_step"": 1, ""distortion"": 0.10877623545246153}, {""decode_step"": 2, ""distortion"": 0.09776813711822151}, {""decode_step"": 4, ""distortion"": 0.07641491142160356}]"
primary,2wikimqa,164,9,value,K16/V2,16,2,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,5528,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.11134828613290018,"[{""decode_step"": 1, ""distortion"": 0.09372734360700062}, {""decode_step"": 2, ""distortion"": 0.1381407318408111}, {""decode_step"": 4, ""distortion"": 0.07804608204872311}, {""decode_step"": 8, ""distortion"": 0.09870718585745131}, {""decode_step"": 16, ""distortion"": 0.14812008731051468}]"
primary,2wikimqa,44,9,value,K16/V2,16,2,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,7240,3,"[1, 2, 4, 8, 16]","[1, 2]",2,False,0.13057278944277956,"[{""decode_step"": 1, ""distortion"": 0.1486690441455349}, {""decode_step"": 2, ""distortion"": 0.1124765347400242}]"
primary,2wikimqa,138,9,value,K16/V2,16,2,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,7852,8,"[1, 2, 4, 8, 16]","[1, 2, 4]",3,False,0.08744526468770886,"[{""decode_step"": 1, ""distortion"": 0.07814472352520602}, {""decode_step"": 2, ""distortion"": 0.11713983000403998}, {""decode_step"": 4, ""distortion"": 0.0670512405338806}]"
primary,2wikimqa,38,9,value,K16/V2,16,2,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,11086,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.09214222707489059,"[{""decode_step"": 1, ""distortion"": 0.07524789570293794}, {""decode_step"": 2, ""distortion"": 0.10373090148168995}, {""decode_step"": 4, ""distortion"": 0.12684980617403993}, {""decode_step"": 8, ""distortion"": 0.09615959133297589}, {""decode_step"": 16, ""distortion"": 0.05872294068280928}]"
primary,trec,153,13,key,K2/V16,2,16,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,4325,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.05852148399468608,"[{""decode_step"": 1, ""distortion"": 0.05910158210523736}, {""decode_step"": 2, ""distortion"": 0.058325600884332494}, {""decode_step"": 4, ""distortion"": 0.060244315987304856}, {""decode_step"": 8, ""distortion"": 0.05750973135930857}, {""decode_step"": 16, ""distortion"": 0.057426189637247146}]"
primary,trec,154,13,key,K2/V16,2,16,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,6881,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.05855543432031285,"[{""decode_step"": 1, ""distortion"": 0.058905074935609675}, {""decode_step"": 2, ""distortion"": 0.05818540366048274}, {""decode_step"": 4, ""distortion"": 0.05954952380794853}, {""decode_step"": 8, ""distortion"": 0.05759867863890206}, {""decode_step"": 16, ""distortion"": 0.058538490558621266}]"
primary,trec,82,13,key,K2/V16,2,16,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,8914,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.0585407795793109,"[{""decode_step"": 1, ""distortion"": 0.06029830328970424}, {""decode_step"": 2, ""distortion"": 0.0609137872384653}, {""decode_step"": 4, ""distortion"": 0.05593113632539912}, {""decode_step"": 8, ""distortion"": 0.05715773041930047}, {""decode_step"": 16, ""distortion"": 0.05840294062368539}]"
primary,trec,151,13,key,K2/V16,2,16,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,11115,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.05850357885525993,"[{""decode_step"": 1, ""distortion"": 0.05990509355495579}, {""decode_step"": 2, ""distortion"": 0.059305869168757776}, {""decode_step"": 4, ""distortion"": 0.060549626942507005}, {""decode_step"": 8, ""distortion"": 0.05672607867669975}, {""decode_step"": 16, ""distortion"": 0.05603122593337933}]"
primary,lcc,122,13,key,K2/V16,2,16,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,3489,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.06282152514174898,"[{""decode_step"": 1, ""distortion"": 0.06080690986258164}, {""decode_step"": 2, ""distortion"": 0.06340741488679218}, {""decode_step"": 4, ""distortion"": 0.06918335805121464}, {""decode_step"": 8, ""distortion"": 0.06084008988865558}, {""decode_step"": 16, ""distortion"": 0.05986985301950085}]"
primary,lcc,174,13,key,K2/V16,2,16,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,2600,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.05691383170646541,"[{""decode_step"": 1, ""distortion"": 0.0542607270986325}, {""decode_step"": 2, ""distortion"": 0.05273404948833939}, {""decode_step"": 4, ""distortion"": 0.05838980741970567}, {""decode_step"": 8, ""distortion"": 0.06358649403059627}, {""decode_step"": 16, ""distortion"": 0.055598080495053236}]"
primary,lcc,214,13,key,K2/V16,2,16,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,5140,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.060165904438027495,"[{""decode_step"": 1, ""distortion"": 0.05619952099126498}, {""decode_step"": 2, ""distortion"": 0.06095094617649348}, {""decode_step"": 4, ""distortion"": 0.06075232463506395}, {""decode_step"": 8, ""distortion"": 0.06326669939728886}, {""decode_step"": 16, ""distortion"": 0.05966003099002618}]"
primary,lcc,357,13,key,K2/V16,2,16,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,3996,15,"[1, 2, 4, 8, 16]","[1, 2, 4, 8]",4,False,0.05831003229339378,"[{""decode_step"": 1, ""distortion"": 0.05749604038020821}, {""decode_step"": 2, ""distortion"": 0.05515305400505465}, {""decode_step"": 4, ""distortion"": 0.06039427558526458}, {""decode_step"": 8, ""distortion"": 0.06019675920304768}]"
primary,passage_retrieval_en,141,13,key,K2/V16,2,16,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,13442,5,"[1, 2, 4, 8, 16]","[1, 2, 4]",3,False,0.05024244979756942,"[{""decode_step"": 1, ""distortion"": 0.05062559865307307}, {""decode_step"": 2, ""distortion"": 0.05054930506729691}, {""decode_step"": 4, ""distortion"": 0.049552445672338304}]"
primary,passage_retrieval_en,185,13,key,K2/V16,2,16,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,13611,6,"[1, 2, 4, 8, 16]","[1, 2, 4]",3,False,0.05119387263239474,"[{""decode_step"": 1, ""distortion"": 0.05066462876525005}, {""decode_step"": 2, ""distortion"": 0.05091491437679237}, {""decode_step"": 4, ""distortion"": 0.05200207475514179}]"
primary,passage_retrieval_en,105,13,key,K2/V16,2,16,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,15066,5,"[1, 2, 4, 8, 16]","[1, 2, 4]",3,False,0.05025519573192583,"[{""decode_step"": 1, ""distortion"": 0.05062248206587465}, {""decode_step"": 2, ""distortion"": 0.050432303710625175}, {""decode_step"": 4, ""distortion"": 0.04971080141927765}]"
primary,passage_retrieval_en,41,13,key,K2/V16,2,16,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,15832,6,"[1, 2, 4, 8, 16]","[1, 2, 4]",3,False,0.0510853829749623,"[{""decode_step"": 1, ""distortion"": 0.05030919983787854}, {""decode_step"": 2, ""distortion"": 0.05056516304458059}, {""decode_step"": 4, ""distortion"": 0.05238178604242777}]"
primary,2wikimqa,164,13,key,K2/V16,2,16,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,5528,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.05396091677773982,"[{""decode_step"": 1, ""distortion"": 0.051278050978695006}, {""decode_step"": 2, ""distortion"": 0.0563788737940302}, {""decode_step"": 4, ""distortion"": 0.054850211929878316}, {""decode_step"": 8, ""distortion"": 0.05076035129069583}, {""decode_step"": 16, ""distortion"": 0.05653709589539975}]"
primary,2wikimqa,44,13,key,K2/V16,2,16,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,7240,3,"[1, 2, 4, 8, 16]","[1, 2]",2,False,0.0516416781061765,"[{""decode_step"": 1, ""distortion"": 0.05186911210213703}, {""decode_step"": 2, ""distortion"": 0.05141424411021597}]"
primary,2wikimqa,138,13,key,K2/V16,2,16,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,7852,8,"[1, 2, 4, 8, 16]","[1, 2, 4]",3,False,0.049439421998625305,"[{""decode_step"": 1, ""distortion"": 0.04986545217576637}, {""decode_step"": 2, ""distortion"": 0.049621238438863534}, {""decode_step"": 4, ""distortion"": 0.048831575381246016}]"
primary,2wikimqa,38,13,key,K2/V16,2,16,lmsys/longchat-7b-v1.5-32k,72e24f9241451c7aa799dde9773eb52e8ced88af,42,11086,20,"[1, 2, 4, 8, 16]","[1, 2, 4, 8, 16]",5,False,0.05064864413969605,"[{""decode_step"": 1, ""distortion"": 0.04827780822230516}, {""decode_step"": 2, ""distortion"": 0.05064768077105949}, {""decode_step"": 4, ""distortion"": 0.05083274712370996}, {""decode_step"": 8, ""distortion"": 0.05107945710080429}, {""decode_step"": 16, ""distortion"": 0.05240552748060139}]"
